The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -36      -1478        0.012671             0.000006 
   -35      -1477        0.132819             0.000079 
   -34      -1476        0.379852             0.000335 
   -33      -1475        0.753770             0.000902 
   -32      -1474        1.254574             0.001906 
   -31      -1473        1.882264             0.003475 
   -30      -1472        2.636839             0.005734 
   -29      -1471        3.518299             0.008812 
   -28      -1470        4.526644             0.012834 
   -27      -1469        5.661875             0.017929 
   -26      -1468        6.923992             0.024222 
   -25      -1467        8.312994             0.031840 
   -24      -1466        9.828881             0.040911 
   -23      -1465       11.471654             0.051561 
   -22      -1464       13.241312             0.063918 
   -21      -1463       15.137855             0.078107 
   -20      -1462       17.161284             0.094257 
   -19      -1461       19.311598             0.112493 
   -18      -1460       21.588798             0.132944 
   -17      -1459       23.992883             0.155734 
   -16      -1458       26.497900             0.180980 
   -15      -1457       29.011161             0.208734 
   -14      -1456       31.524429             0.239002 
   -13      -1455       34.037701             0.271783 
   -12      -1454       36.550980             0.307078 
   -11      -1453       39.064264             0.344885 
   -10      -1452       41.577553             0.385206 
    -9      -1451       44.090848             0.428040 
    -8      -1450       46.604149             0.473388 
    -7      -1449       49.117454             0.521249 
    -6      -1448       51.630766             0.571623 
    -5      -1447       54.144083             0.624510 
    -4      -1446       56.657406             0.679911 
    -3      -1445       59.167260             0.737823 
    -2      -1444       61.587800             0.798201 
    -1      -1443       63.882014             0.860936 
     0      -1442       66.049900             0.925902 
     1      -1441       68.091460             0.992972 
     2      -1440       70.006692             1.062021 
     3      -1439       71.795597             1.132922 
     4      -1438       73.458175             1.205549 
     5      -1437       74.994427             1.279776 
     6      -1436       76.404351             1.355475 
     7      -1435       77.687948             1.432521 
     8      -1434       78.845218             1.510788 
     9      -1433       79.876161             1.590148 
    10      -1432       80.780777             1.670477 
    11      -1431       81.559065             1.751647 
    12      -1430       82.211027             1.833532 
    13      -1429       82.736662             1.916006 
    14      -1428       83.135970             1.998942 
    15      -1427       83.408950             2.082215 
    16      -1426       83.555604             2.165697 
    17      -1425       83.584822             2.249267 
    18      -1424       83.589383             2.332854 
