The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -23      -1458        0.000616             0.000000 
   -22      -1457        0.345320             0.000173 
   -21      -1456        1.323554             0.001008 
   -20      -1455        2.935318             0.003137 
   -19      -1454        5.180612             0.007195 
   -18      -1453        8.059436             0.013815 
   -17      -1452       11.571791             0.023631 
   -16      -1451       15.717675             0.037275 
   -15      -1450       20.497090             0.055383 
   -14      -1449       25.910035             0.078586 
   -13      -1448       31.956510             0.107520 
   -12      -1447       38.635718             0.142816 
   -11      -1446       45.598326             0.184933 
   -10      -1445       52.190252             0.233827 
    -9      -1444       58.151843             0.288998 
    -8      -1443       63.483098             0.349816 
    -7      -1442       68.184017             0.415649 
    -6      -1441       72.254601             0.485869 
    -5      -1440       75.694849             0.559843 
    -4      -1439       78.504762             0.636943 
    -3      -1438       80.684339             0.716538 
    -2      -1437       82.233581             0.797997 
    -1      -1436       83.152487             0.880690 
     0      -1435       83.441833             0.963987 
     1      -1434       83.446500             1.047431 
     2      -1433       83.451167             1.130880 
     3      -1432       83.455834             1.214333 
     4      -1431       83.460502             1.297791 
     5      -1430       83.465169             1.381254 
     6      -1429       83.469836             1.464722 
     7      -1428       83.474503             1.548194 
     8      -1427       83.479171             1.631671 
     9      -1426       83.483838             1.715152 
    10      -1425       83.488505             1.798638 
    11      -1424       83.493172             1.882129 
    12      -1423       83.497840             1.965625 
    13      -1422       83.502507             2.049125 
    14      -1421       83.507174             2.132630 
    15      -1420       83.511841             2.216139 
    16      -1419       83.516509             2.299653 
    17      -1418       83.521176             2.383172 
    18      -1417       83.525843             2.466696 
    19      -1416       83.530510             2.550224 
    20      -1415       83.535178             2.633757 
    21      -1414       83.539845             2.717294 
    22      -1413       83.544512             2.800837 
    23      -1412       83.549179             2.884383 
    24      -1411       83.553847             2.967935 
    25      -1410       83.558514             3.051491 
    26      -1409       83.563181             3.135052 
    27      -1408       83.567848             3.218617 
    28      -1407       83.572516             3.302188 
    29      -1406       83.577183             3.385762 
    30      -1405       83.581850             3.469342 
    31      -1404       83.586517             3.552926 
    32      -1403       83.591185             3.636515 
    33      -1402       83.595852             3.720109 
    34      -1401       83.600519             3.803707 
    35      -1400       83.605186             3.887310 
    36      -1399       83.609853             3.970917 
    37      -1398       83.614521             4.054529 
    38      -1397       83.619188             4.138146 
    39      -1396       83.623855             4.221768 
    40      -1395       83.628522             4.305394 
    41      -1394       83.633190             4.389025 
    42      -1393       83.637857             4.472660 
    43      -1392       83.642524             4.556300 
    44      -1391       83.647191             4.639945 
    45      -1390       83.651858             4.723595 
    46      -1389       83.656526             4.807249 
    47      -1388       83.661193             4.890908 
    48      -1387       83.665860             4.974571 
    49      -1386       83.670527             5.058240 
    50      -1385       83.675194             5.141912 
    51      -1384       83.679862             5.225590 
    52      -1383       83.684529             5.309272 
    53      -1382       83.689196             5.392959 
    54      -1381       83.693863             5.476651 
    55      -1380       83.698530             5.560347 
    56      -1379       83.703198             5.644048 
    57      -1378       83.707865             5.727753 
    58      -1377       83.712532             5.811463 
    59      -1376       83.717199             5.895178 
    60      -1375       83.721866             5.978898 
    61      -1374       83.726534             6.062622 
    62      -1373       83.731201             6.146351 
    63      -1372       83.735868             6.230084 
    64      -1371       83.740535             6.313823 
    65      -1370       83.745202             6.397565 
    66      -1369       83.749870             6.481313 
    67      -1368       83.754537             6.565065 
    68      -1367       83.759204             6.648822 
    69      -1366       83.763871             6.732584 
    70      -1365       83.768538             6.816350 
    71      -1364       83.773205             6.900121 
    72      -1363       83.777873             6.983896 
    73      -1362       83.782540             7.067676 
    74      -1361       83.787207             7.151461 
    75      -1360       83.791874             7.235251 
    76      -1359       83.796541             7.319045 
    77      -1358       83.801209             7.402844 
    78      -1357       83.805876             7.486647 
    79      -1356       83.810543             7.570456 
    80      -1355       83.815210             7.654269 
    81      -1354       83.819877             7.738086 
    82      -1353       83.824544             7.821908 
    83      -1352       83.829212             7.905735 
    84      -1351       83.833879             7.989567 
    85      -1350       83.838546             8.073403 
    86      -1349       83.843213             8.157244 
    87      -1348       83.847880             8.241089 
    88      -1347       83.852547             8.324940 
    89      -1346       83.857214             8.408794 
    90      -1345       83.861882             8.492654 
    91      -1344       83.866549             8.576518 
    92      -1343       83.871216             8.660387 
    93      -1342       83.875883             8.744261 
    94      -1341       83.880550             8.828139 
    95      -1340       83.885217             8.912022 
    96      -1339       83.889885             8.995909 
    97      -1338       83.894552             9.079801 
    98      -1337       83.899219             9.163698 
    99      -1336       83.903886             9.247600 
   100      -1335       83.908553             9.331506 
   101      -1334       83.913220             9.415417 
   102      -1333       83.917887             9.499333 
   103      -1332       83.922555             9.583253 
   104      -1331       83.927222             9.667178 
   105      -1330       83.931889             9.751107 
   106      -1329       83.936556             9.835041 
   107      -1328       83.941223             9.918980 
   108      -1327       83.945890            10.002924 
   109      -1326       83.950557            10.086872 
   110      -1325       83.955225            10.170825 
   111      -1324       83.959892            10.254783 
   112      -1323       83.964559            10.338745 
   113      -1322       83.969226            10.422712 
   114      -1321       83.973893            10.506683 
   115      -1320       83.978560            10.590659 
   116      -1319       83.983227            10.674640 
   117      -1318       83.987894            10.758626 
   118      -1317       83.992562            10.842616 
   119      -1316       83.997229            10.926611 
   120      -1315       84.001896            11.010611 
   121      -1314       84.006563            11.094615 
   122      -1313       84.011230            11.178624 
   123      -1312       84.015897            11.262637 
   124      -1311       84.020564            11.346656 
   125      -1310       84.025231            11.430678 
   126      -1309       84.029898            11.514706 
   127      -1308       84.034566            11.598738 
   128      -1307       84.039233            11.682775 
   129      -1306       84.043900            11.766817 
   130      -1305       84.048567            11.850863 
   131      -1304       84.053234            11.934914 
   132      -1303       84.057901            12.018969 
   133      -1302       84.062568            12.103030 
   134      -1301       84.067235            12.187095 
   135      -1300       84.071902            12.271164 
   136      -1299       84.076569            12.355238 
   137      -1298       84.081237            12.439317 
   138      -1297       84.085904            12.523401 
   139      -1296       84.090571            12.607489 
   140      -1295       84.095238            12.691582 
   141      -1294       84.099905            12.775680 
   142      -1293       84.104572            12.859782 
   143      -1292       84.109239            12.943889 
   144      -1291       84.113906            13.028000 
   145      -1290       84.118573            13.112116 
   146      -1289       84.123240            13.196237 
   147      -1288       84.127907            13.280363 
   148      -1287       84.132575            13.364493 
   149      -1286       84.137242            13.448628 
   150      -1285       84.141909            13.532768 
   151      -1284       84.146576            13.616912 
   152      -1283       84.151243            13.701061 
   153      -1282       84.155910            13.785214 
   154      -1281       84.160577            13.869373 
   155      -1280       84.165244            13.953536 
   156      -1279       84.169911            14.037703 
   157      -1278       84.174578            14.121875 
   158      -1277       84.179245            14.206052 
   159      -1276       84.183912            14.290234 
   160      -1275       84.188579            14.374420 
   161      -1274       84.193246            14.458611 
   162      -1273       84.197914            14.542807 
   163      -1272       84.202581            14.627007 
   164      -1271       84.207248            14.711212 
   165      -1270       84.211915            14.795421 
   166      -1269       84.216582            14.879636 
   167      -1268       84.221249            14.963855 
   168      -1267       84.225916            15.048078 
   169      -1266       84.230583            15.132306 
   170      -1265       84.235250            15.216539 
   171      -1264       84.239917            15.300777 
   172      -1263       84.244584            15.385019 
   173      -1262       84.249251            15.469266 
   174      -1261       84.253918            15.553518 
   175      -1260       84.258585            15.637774 
   176      -1259       84.263252            15.722035 
   177      -1258       84.267919            15.806300 
   178      -1257       84.272586            15.890571 
   179      -1256       84.277253            15.974846 
   180      -1255       84.281921            16.059125 
   181      -1254       84.286588            16.143409 
   182      -1253       84.291255            16.227698 
   183      -1252       84.295922            16.311992 
   184      -1251       84.300589            16.396290 
   185      -1250       84.305256            16.480593 
   186      -1249       84.309923            16.564901 
   187      -1248       84.314590            16.649213 
   188      -1247       84.319257            16.733530 
   189      -1246       84.323924            16.817851 
   190      -1245       84.328591            16.902178 
   191      -1244       84.333258            16.986509 
   192      -1243       84.337925            17.070844 
   193      -1242       84.342592            17.155184 
   194      -1241       84.347259            17.239529 
   195      -1240       84.351926            17.323879 
   196      -1239       84.356593            17.408233 
   197      -1238       84.361260            17.492592 
   198      -1237       84.365927            17.576956 
   199      -1236       84.370594            17.661324 
   200      -1235       84.375261            17.745697 
   201      -1234       84.379928            17.830075 
   202      -1233       84.384595            17.914457 
   203      -1232       84.389262            17.998844 
   204      -1231       84.393929            18.083235 
   205      -1230       84.398596            18.167632 
   206      -1229       84.403263            18.252033 
   207      -1228       84.407930            18.336438 
   208      -1227       84.412597            18.420848 
   209      -1226       84.417264            18.505263 
   210      -1225       84.421931            18.589683 
   211      -1224       84.426598            18.674107 
   212      -1223       84.431265            18.758536 
   213      -1222       84.435932            18.842970 
   214      -1221       84.440599            18.927408 
   215      -1220       84.445266            19.011851 
   216      -1219       84.449933            19.096299 
   217      -1218       84.454600            19.180751 
   218      -1217       84.459267            19.265208 
   219      -1216       84.463934            19.349669 
   220      -1215       84.468601            19.434136 
   221      -1214       84.473268            19.518607 
   222      -1213       84.477935            19.603082 
   223      -1212       84.482602            19.687562 
   224      -1211       84.487269            19.772047 
   225      -1210       84.491936            19.856537 
   226      -1209       84.496603            19.941031 
   227      -1208       84.501270            20.025530 
   228      -1207       84.505937            20.110034 
   229      -1206       84.510604            20.194542 
   230      -1205       84.515271            20.279055 
   231      -1204       84.519938            20.363573 
   232      -1203       84.524605            20.448095 
   233      -1202       84.529272            20.532622 
