The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
  -224      -1588        0.000074             0.000000 
  -223      -1587        0.006524             0.000003 
  -222      -1586        0.023395             0.000018 
  -221      -1585        0.050687             0.000055 
  -220      -1584        0.084354             0.000123 
  -219      -1583        0.118079             0.000224 
  -218      -1582        0.151789             0.000359 
  -217      -1581        0.185483             0.000528 
  -216      -1580        0.219161             0.000730 
  -215      -1579        0.252823             0.000966 
  -214      -1578        0.286470             0.001236 
  -213      -1577        0.320101             0.001539 
  -212      -1576        0.353716             0.001876 
  -211      -1575        0.387315             0.002246 
  -210      -1574        0.420898             0.002650 
  -209      -1573        0.454466             0.003088 
  -208      -1572        0.488018             0.003559 
  -207      -1571        0.521554             0.004064 
  -206      -1570        0.555074             0.004602 
  -205      -1569        0.588578             0.005174 
  -204      -1568        0.622067             0.005780 
  -203      -1567        0.655540             0.006418 
  -202      -1566        0.688997             0.007091 
  -201      -1565        0.722438             0.007796 
  -200      -1564        0.755863             0.008536 
  -199      -1563        0.789273             0.009308 
  -198      -1562        0.822667             0.010114 
  -197      -1561        0.856045             0.010953 
  -196      -1560        0.889407             0.011826 
  -195      -1559        0.922754             0.012732 
  -194      -1558        0.956084             0.013672 
  -193      -1557        0.989399             0.014644 
  -192      -1556        1.022698             0.015650 
  -191      -1555        1.055982             0.016690 
  -190      -1554        1.089249             0.017762 
  -189      -1553        1.122501             0.018868 
  -188      -1552        1.155737             0.020007 
  -187      -1551        1.188957             0.021180 
  -186      -1550        1.222161             0.022385 
  -185      -1549        1.255350             0.023624 
  -184      -1548        1.288523             0.024896 
  -183      -1547        1.321680             0.026201 
  -182      -1546        1.354821             0.027539 
  -181      -1545        1.387946             0.028911 
  -180      -1544        1.421056             0.030315 
  -179      -1543        1.454150             0.031753 
  -178      -1542        1.487228             0.033224 
  -177      -1541        1.520290             0.034727 
  -176      -1540        1.553336             0.036264 
  -175      -1539        1.586367             0.037834 
  -174      -1538        1.619382             0.039437 
  -173      -1537        1.652381             0.041073 
  -172      -1536        1.685364             0.042742 
  -171      -1535        1.718331             0.044443 
  -170      -1534        1.751283             0.046178 
  -169      -1533        1.784219             0.047946 
  -168      -1532        1.817139             0.049747 
  -167      -1531        1.850043             0.051580 
  -166      -1530        1.882932             0.053447 
  -165      -1529        1.915804             0.055346 
  -164      -1528        1.948661             0.057278 
  -163      -1527        1.981502             0.059243 
  -162      -1526        2.014328             0.061241 
  -161      -1525        2.047137             0.063272 
  -160      -1524        2.079931             0.065336 
  -159      -1523        2.112709             0.067432 
  -158      -1522        2.145471             0.069561 
  -157      -1521        2.178217             0.071723 
  -156      -1520        2.210948             0.073917 
  -155      -1519        2.243662             0.076145 
  -154      -1518        2.276361             0.078405 
  -153      -1517        2.309044             0.080697 
  -152      -1516        2.341712             0.083023 
  -151      -1515        2.374363             0.085381 
  -150      -1514        2.406999             0.087772 
  -149      -1513        2.439619             0.090195 
  -148      -1512        2.472223             0.092651 
  -147      -1511        2.504812             0.095139 
  -146      -1510        2.537384             0.097660 
  -145      -1509        2.569941             0.100214 
  -144      -1508        2.602482             0.102800 
  -143      -1507        2.635007             0.105419 
  -142      -1506        2.667517             0.108070 
  -141      -1505        2.700010             0.110754 
  -140      -1504        2.732488             0.113470 
  -139      -1503        2.764950             0.116219 
  -138      -1502        2.797397             0.119000 
  -137      -1501        2.829827             0.121814 
  -136      -1500        2.862242             0.124660 
  -135      -1499        2.894641             0.127538 
  -134      -1498        2.927024             0.130449 
  -133      -1497        2.959391             0.133392 
  -132      -1496        2.991742             0.136368 
  -131      -1495        3.024078             0.139376 
  -130      -1494        3.056398             0.142416 
  -129      -1493        3.088702             0.145489 
  -128      -1492        3.120990             0.148593 
  -127      -1491        3.153263             0.151731 
  -126      -1490        3.185520             0.154900 
  -125      -1489        3.217761             0.158102 
  -124      -1488        3.249986             0.161335 
  -123      -1487        3.282195             0.164602 
  -122      -1486        3.314389             0.167900 
  -121      -1485        3.346566             0.171230 
  -120      -1484        3.378728             0.174593 
  -119      -1483        3.410875             0.177988 
  -118      -1482        3.443005             0.181415 
  -117      -1481        3.475120             0.184874 
  -116      -1480        3.507218             0.188365 
  -115      -1479        3.539301             0.191888 
  -114      -1478        3.571369             0.195444 
  -113      -1477        3.603420             0.199031 
  -112      -1476        3.635456             0.202650 
  -111      -1475        3.667475             0.206302 
  -110      -1474        3.699480             0.209985 
  -109      -1473        3.731468             0.213701 
  -108      -1472        3.763440             0.217448 
  -107      -1471        3.795397             0.221228 
  -106      -1470        3.827338             0.225039 
  -105      -1469        3.859263             0.228882 
  -104      -1468        3.891172             0.232758 
  -103      -1467        3.923066             0.236665 
  -102      -1466        3.954943             0.240604 
  -101      -1465        3.986805             0.244575 
  -100      -1464        4.018651             0.248577 
   -99      -1463        4.050482             0.252612 
   -98      -1462        4.082296             0.256678 
   -97      -1461        4.114095             0.260776 
   -96      -1460        4.145878             0.264906 
   -95      -1459        4.177645             0.269068 
   -94      -1458        4.209396             0.273262 
   -93      -1457        4.241132             0.277487 
   -92      -1456        4.272852             0.281744 
   -91      -1455        4.304555             0.286033 
   -90      -1454        4.336244             0.290353 
   -89      -1453        4.367916             0.294705 
   -88      -1452        4.399573             0.299089 
   -87      -1451        4.431213             0.303504 
   -86      -1450        4.462838             0.307951 
   -85      -1449        4.494448             0.312430 
   -84      -1448        4.526041             0.316940 
   -83      -1447        4.557619             0.321482 
   -82      -1446        4.589180             0.326055 
   -81      -1445        4.620726             0.330660 
   -80      -1444        4.652257             0.335297 
   -79      -1443        4.683771             0.339965 
   -78      -1442        4.715270             0.344664 
   -77      -1441        4.746753             0.349395 
   -76      -1440        4.778220             0.354158 
   -75      -1439        4.809671             0.358952 
   -74      -1438        4.841106             0.363777 
   -73      -1437        4.872526             0.368634 
   -72      -1436        4.903930             0.373522 
   -71      -1435        4.935318             0.378442 
   -70      -1434        4.966690             0.383393 
   -69      -1433        4.998047             0.388375 
   -68      -1432        5.029388             0.393389 
   -67      -1431        5.060713             0.398434 
   -66      -1430        5.092022             0.403510 
   -65      -1429        5.123315             0.408618 
   -64      -1428        5.154593             0.413757 
   -63      -1427        5.185854             0.418927 
   -62      -1426        5.217100             0.424129 
   -61      -1425        5.248330             0.429361 
   -60      -1424        5.279545             0.434625 
   -59      -1423        5.310743             0.439920 
   -58      -1422        5.341926             0.445247 
   -57      -1421        5.373093             0.450604 
   -56      -1420        5.404244             0.455993 
   -55      -1419        5.435380             0.461413 
   -54      -1418        5.466499             0.466864 
   -53      -1417        5.497603             0.472346 
   -52      -1416        5.528691             0.477859 
   -51      -1415        5.559763             0.483403 
   -50      -1414        5.590820             0.488978 
   -49      -1413        5.621860             0.494585 
   -48      -1412        5.652885             0.500222 
   -47      -1411        5.683894             0.505891 
   -46      -1410        5.714888             0.511590 
   -45      -1409        5.745865             0.517320 
   -44      -1408        5.776827             0.523082 
   -43      -1407        5.807773             0.528874 
   -42      -1406        5.838703             0.534697 
   -41      -1405        5.869617             0.540551 
   -40      -1404        5.900515             0.546436 
   -39      -1403        5.931398             0.552352 
   -38      -1402        5.962265             0.558299 
   -37      -1401        5.993116             0.564277 
   -36      -1400        6.023951             0.570285 
   -35      -1399        6.054771             0.576325 
   -34      -1398        6.085575             0.582395 
   -33      -1397        6.116363             0.588496 
   -32      -1396        6.147135             0.594628 
   -31      -1395        6.177891             0.600790 
   -30      -1394        6.208632             0.606983 
   -29      -1393        6.239356             0.613207 
   -28      -1392        6.270065             0.619462 
   -27      -1391        6.300759             0.625748 
   -26      -1390        6.331436             0.632064 
   -25      -1389        6.362098             0.638410 
   -24      -1388        6.392743             0.644788 
   -23      -1387        6.423373             0.651196 
   -22      -1386        6.453988             0.657635 
   -21      -1385        6.484586             0.664104 
   -20      -1384        6.515169             0.670604 
   -19      -1383        6.545736             0.677134 
   -18      -1382        6.576287             0.683695 
   -17      -1381        6.606822             0.690287 
   -16      -1380        6.637341             0.696909 
   -15      -1379        6.667845             0.703561 
   -14      -1378        6.698333             0.710245 
   -13      -1377        6.728805             0.716958 
   -12      -1376        6.759261             0.723702 
   -11      -1375        6.789702             0.730477 
   -10      -1374        6.820126             0.737282 
    -9      -1373        6.850535             0.744117 
    -8      -1372        6.880928             0.750983 
    -7      -1371        6.911306             0.757879 
    -6      -1370        6.941667             0.764805 
    -5      -1369        6.972013             0.771762 
    -4      -1368        7.002343             0.778749 
    -3      -1367        7.032657             0.785767 
    -2      -1366        7.062955             0.792815 
    -1      -1365        7.093238             0.799893 
     0      -1364        7.123505             0.807001 
     1      -1363        7.153756             0.814140 
     2      -1362        7.183991             0.821309 
     3      -1361        7.214210             0.828508 
     4      -1360        7.244414             0.835737 
     5      -1359        7.274601             0.842996 
     6      -1358        7.304773             0.850286 
     7      -1357        7.334930             0.857606 
     8      -1356        7.365070             0.864956 
     9      -1355        7.395195             0.872336 
    10      -1354        7.425304             0.879746 
    11      -1353        7.455397             0.887187 
    12      -1352        7.485474             0.894657 
    13      -1351        7.515535             0.902158 
    14      -1350        7.545581             0.909688 
    15      -1349        7.575611             0.917249 
    16      -1348        7.605625             0.924839 
    17      -1347        7.635623             0.932460 
    18      -1346        7.665606             0.940111 
    19      -1345        7.695572             0.947791 
    20      -1344        7.725523             0.955502 
    21      -1343        7.755458             0.963242 
    22      -1342        7.785378             0.971013 
    23      -1341        7.815281             0.978813 
    24      -1340        7.845169             0.986643 
    25      -1339        7.875041             0.994503 
    26      -1338        7.904897             1.002393 
    27      -1337        7.934584             1.010313 
    28      -1336        7.957256             1.018259 
    29      -1335        7.969222             1.026222 
    30      -1334        7.972028             1.034193 
    31      -1333        7.973686             1.042166 
    32      -1332        7.975345             1.050140 
    33      -1331        7.977004             1.058116 
    34      -1330        7.978663             1.066094 
    35      -1329        7.980322             1.074074 
    36      -1328        7.981980             1.082055 
    37      -1327        7.983639             1.090038 
    38      -1326        7.985298             1.098022 
    39      -1325        7.986957             1.106008 
    40      -1324        7.988616             1.113996 
    41      -1323        7.990274             1.121986 
    42      -1322        7.991933             1.129977 
    43      -1321        7.993592             1.137969 
    44      -1320        7.995251             1.145964 
    45      -1319        7.996910             1.153960 
    46      -1318        7.998569             1.161958 
    47      -1317        8.000228             1.169957 
    48      -1316        8.001886             1.177958 
    49      -1315        8.003545             1.185961 
    50      -1314        8.005204             1.193965 
    51      -1313        8.006863             1.201971 
    52      -1312        8.008522             1.209979 
    53      -1311        8.010181             1.217988 
    54      -1310        8.011840             1.225999 
    55      -1309        8.013499             1.234012 
    56      -1308        8.015158             1.242026 
    57      -1307        8.016817             1.250042 
    58      -1306        8.018476             1.258060 
    59      -1305        8.020135             1.266079 
    60      -1304        8.021793             1.274100 
    61      -1303        8.023452             1.282123 
    62      -1302        8.025111             1.290147 
    63      -1301        8.026770             1.298173 
    64      -1300        8.028429             1.306201 
    65      -1299        8.030088             1.314230 
    66      -1298        8.031747             1.322261 
    67      -1297        8.033406             1.330293 
    68      -1296        8.035065             1.338328 
    69      -1295        8.036724             1.346364 
    70      -1294        8.038383             1.354401 
    71      -1293        8.040042             1.362440 
    72      -1292        8.041701             1.370481 
    73      -1291        8.043360             1.378524 
    74      -1290        8.045020             1.386568 
    75      -1289        8.046679             1.394614 
    76      -1288        8.048338             1.402661 
    77      -1287        8.049997             1.410710 
    78      -1286        8.051656             1.418761 
    79      -1285        8.053315             1.426814 
    80      -1284        8.054974             1.434868 
    81      -1283        8.056633             1.442924 
    82      -1282        8.058292             1.450981 
    83      -1281        8.059951             1.459040 
    84      -1280        8.061610             1.467101 
    85      -1279        8.063269             1.475163 
    86      -1278        8.064929             1.483228 
    87      -1277        8.066588             1.491293 
    88      -1276        8.068247             1.499361 
    89      -1275        8.069906             1.507430 
    90      -1274        8.071565             1.515501 
    91      -1273        8.073224             1.523573 
    92      -1272        8.074883             1.531647 
    93      -1271        8.076543             1.539723 
    94      -1270        8.078202             1.547800 
    95      -1269        8.079861             1.555879 
    96      -1268        8.081520             1.563960 
    97      -1267        8.083179             1.572042 
    98      -1266        8.084838             1.580126 
    99      -1265        8.086498             1.588212 
   100      -1264        8.088157             1.596299 
   101      -1263        8.089816             1.604388 
   102      -1262        8.091475             1.612479 
   103      -1261        8.093135             1.620571 
   104      -1260        8.094794             1.628665 
   105      -1259        8.096453             1.636761 
   106      -1258        8.098112             1.644858 
   107      -1257        8.099772             1.652957 
   108      -1256        8.101431             1.661058 
   109      -1255        8.103090             1.669160 
   110      -1254        8.104749             1.677264 
   111      -1253        8.106409             1.685369 
   112      -1252        8.108068             1.693477 
   113      -1251        8.109727             1.701585 
   114      -1250        8.111386             1.709696 
   115      -1249        8.113046             1.717808 
   116      -1248        8.114705             1.725922 
   117      -1247        8.116364             1.734038 
   118      -1246        8.118024             1.742155 
   119      -1245        8.119683             1.750274 
   120      -1244        8.121342             1.758394 
   121      -1243        8.123002             1.766516 
   122      -1242        8.124661             1.774640 
   123      -1241        8.126320             1.782766 
   124      -1240        8.127980             1.790893 
   125      -1239        8.129639             1.799022 
   126      -1238        8.131299             1.807152 
   127      -1237        8.132958             1.815284 
   128      -1236        8.134617             1.823418 
   129      -1235        8.136277             1.831553 
   130      -1234        8.137936             1.839691 
   131      -1233        8.139596             1.847829 
   132      -1232        8.141255             1.855970 
   133      -1231        8.142914             1.864112 
   134      -1230        8.144574             1.872256 
   135      -1229        8.146233             1.880401 
   136      -1228        8.147893             1.888548 
   137      -1227        8.149552             1.896697 
   138      -1226        8.151212             1.904847 
   139      -1225        8.152871             1.912999 
   140      -1224        8.154530             1.921153 
   141      -1223        8.156190             1.929308 
   142      -1222        8.157849             1.937465 
   143      -1221        8.159509             1.945624 
   144      -1220        8.161168             1.953784 
   145      -1219        8.162828             1.961946 
   146      -1218        8.164487             1.970110 
   147      -1217        8.166147             1.978275 
   148      -1216        8.167806             1.986442 
   149      -1215        8.169466             1.994611 
   150      -1214        8.171125             2.002781 
   151      -1213        8.172785             2.010953 
   152      -1212        8.174445             2.019127 
   153      -1211        8.176104             2.027302 
   154      -1210        8.177764             2.035479 
   155      -1209        8.179423             2.043658 
   156      -1208        8.181083             2.051838 
   157      -1207        8.182742             2.060020 
   158      -1206        8.184402             2.068203 
   159      -1205        8.186062             2.076388 
   160      -1204        8.187721             2.084575 
   161      -1203        8.189381             2.092764 
   162      -1202        8.191040             2.100954 
   163      -1201        8.192700             2.109146 
   164      -1200        8.194360             2.117340 
   165      -1199        8.196019             2.125535 
   166      -1198        8.197679             2.133732 
   167      -1197        8.199338             2.141930 
   168      -1196        8.200998             2.150130 
   169      -1195        8.202658             2.158332 
   170      -1194        8.204317             2.166536 
   171      -1193        8.205977             2.174741 
   172      -1192        8.207637             2.182948 
   173      -1191        8.209296             2.191156 
