The data.txt and guide.txt are CORRECT. 
All planes of the figure were successfully generated. 
The figure were rotated to anpha = beta = 0. 
All segments belong the Figure were identified SUCCESSFULLY. 
All segments belong the Figure were identified SUCCESSFULLY. 
Position      Area(m2)          Volume(m3)
   -14      -1515        0.013860             0.000007 
   -13      -1514        0.109978             0.000069 
   -12      -1513        0.297600             0.000273 
   -11      -1512        0.574857             0.000709 
   -10      -1511        0.881238             0.001437 
    -9      -1510        1.187636             0.002471 
    -8      -1509        1.494051             0.003812 
    -7      -1508        1.800483             0.005459 
    -6      -1507        2.106932             0.007413 
    -5      -1506        2.413397             0.009673 
    -4      -1505        2.719880             0.012240 
    -3      -1504        3.026379             0.015113 
    -2      -1503        3.332895             0.018293 
    -1      -1502        3.639428             0.021779 
     0      -1501        3.945977             0.025572 
     1      -1500        4.252543             0.029671 
     2      -1499        4.559127             0.034077 
     3      -1498        4.865727             0.038789 
     4      -1497        5.172343             0.043808 
     5      -1496        5.478977             0.049134 
     6      -1495        5.785627             0.054766 
     7      -1494        6.092295             0.060705 
     8      -1493        6.398979             0.066951 
     9      -1492        6.705679             0.073503 
    10      -1491        7.012397             0.080362 
    11      -1490        7.319131             0.087528 
    12      -1489        7.625883             0.095000 
    13      -1488        7.932651             0.102780 
    14      -1487        8.239436             0.110866 
    15      -1486        8.546237             0.119259 
    16      -1485        8.853056             0.127958 
    17      -1484        9.159891             0.136965 
    18      -1483        9.466743             0.146278 
    19      -1482        9.773612             0.155898 
    20      -1481       10.080498             0.165825 
    21      -1480       10.387401             0.176059 
    22      -1479       10.694320             0.186600 
    23      -1478       11.001256             0.197448 
    24      -1477       11.308200             0.208603 
    25      -1476       11.595675             0.220054 
    26      -1475       11.845797             0.231775 
    27      -1474       12.058568             0.243727 
    28      -1473       12.233986             0.255874 
    29      -1472       12.372052             0.268177 
    30      -1471       12.472767             0.280599 
    31      -1470       12.536129             0.293104 
    32      -1469       12.562139             0.305653 
    33      -1468       12.564436             0.318216 
    34      -1467       12.566339             0.330781 
    35      -1466       12.568242             0.343349 
    36      -1465       12.570145             0.355918 
    37      -1464       12.572048             0.368489 
    38      -1463       12.573951             0.381062 
    39      -1462       12.575854             0.393637 
    40      -1461       12.577757             0.406214 
    41      -1460       12.579660             0.418792 
    42      -1459       12.581563             0.431373 
    43      -1458       12.583465             0.443955 
    44      -1457       12.585368             0.456540 
    45      -1456       12.587271             0.469126 
    46      -1455       12.589174             0.481714 
    47      -1454       12.591077             0.494305 
    48      -1453       12.592980             0.506897 
    49      -1452       12.594883             0.519490 
    50      -1451       12.596785             0.532086 
    51      -1450       12.598688             0.544684 
    52      -1449       12.600591             0.557284 
    53      -1448       12.602494             0.569885 
    54      -1447       12.604397             0.582489 
    55      -1446       12.606299             0.595094 
    56      -1445       12.608202             0.607701 
    57      -1444       12.610105             0.620310 
    58      -1443       12.612008             0.632921 
    59      -1442       12.613911             0.645534 
    60      -1441       12.615813             0.658149 
    61      -1440       12.617716             0.670766 
    62      -1439       12.619619             0.683385 
    63      -1438       12.621522             0.696005 
    64      -1437       12.623424             0.708628 
    65      -1436       12.625327             0.721252 
    66      -1435       12.627230             0.733878 
    67      -1434       12.629132             0.746507 
    68      -1433       12.631035             0.759137 
    69      -1432       12.632938             0.771769 
    70      -1431       12.634841             0.784403 
    71      -1430       12.636743             0.797038 
    72      -1429       12.638646             0.809676 
    73      -1428       12.640549             0.822316 
    74      -1427       12.642451             0.834957 
    75      -1426       12.644354             0.847601 
    76      -1425       12.646257             0.860246 
    77      -1424       12.648159             0.872893 
    78      -1423       12.650062             0.885542 
    79      -1422       12.651965             0.898193 
    80      -1421       12.653867             0.910846 
    81      -1420       12.655770             0.923501 
    82      -1419       12.657673             0.936158 
    83      -1418       12.659575             0.948816 
    84      -1417       12.661478             0.961477 
    85      -1416       12.663380             0.974139 
    86      -1415       12.665283             0.986804 
    87      -1414       12.667186             0.999470 
    88      -1413       12.669088             1.012138 
    89      -1412       12.670991             1.024808 
    90      -1411       12.672893             1.037480 
    91      -1410       12.674796             1.050154 
    92      -1409       12.676698             1.062830 
    93      -1408       12.678601             1.075507 
    94      -1407       12.680504             1.088187 
    95      -1406       12.682406             1.100868 
    96      -1405       12.684309             1.113552 
    97      -1404       12.686211             1.126237 
    98      -1403       12.688114             1.138924 
    99      -1402       12.690016             1.151613 
   100      -1401       12.691919             1.164304 
   101      -1400       12.693821             1.176997 
   102      -1399       12.695724             1.189692 
   103      -1398       12.697626             1.202388 
   104      -1397       12.699529             1.215087 
   105      -1396       12.701431             1.227787 
   106      -1395       12.703334             1.240490 
   107      -1394       12.705236             1.253194 
   108      -1393       12.707139             1.265900 
   109      -1392       12.709041             1.278608 
   110      -1391       12.710944             1.291318 
   111      -1390       12.712846             1.304030 
   112      -1389       12.714748             1.316744 
   113      -1388       12.716651             1.329460 
   114      -1387       12.718553             1.342177 
   115      -1386       12.720456             1.354897 
   116      -1385       12.722358             1.367618 
   117      -1384       12.724261             1.380342 
   118      -1383       12.726163             1.393067 
   119      -1382       12.728065             1.405794 
   120      -1381       12.729968             1.418523 
   121      -1380       12.731870             1.431254 
   122      -1379       12.733772             1.443987 
   123      -1378       12.735675             1.456721 
   124      -1377       12.737577             1.469458 
   125      -1376       12.739480             1.482196 
   126      -1375       12.741382             1.494937 
   127      -1374       12.743284             1.507679 
   128      -1373       12.745187             1.520423 
   129      -1372       12.747089             1.533170 
   130      -1371       12.748991             1.545918 
   131      -1370       12.750894             1.558668 
   132      -1369       12.752796             1.571419 
   133      -1368       12.754698             1.584173 
   134      -1367       12.756601             1.596929 
   135      -1366       12.758503             1.609686 
   136      -1365       12.760405             1.622446 
   137      -1364       12.762307             1.635207 
   138      -1363       12.764210             1.647970 
   139      -1362       12.766112             1.660736 
   140      -1361       12.768014             1.673503 
   141      -1360       12.769917             1.686272 
   142      -1359       12.771819             1.699043 
   143      -1358       12.773721             1.711815 
   144      -1357       12.775623             1.724590 
   145      -1356       12.777525             1.737367 
   146      -1355       12.779428             1.750145 
   147      -1354       12.781330             1.762925 
   148      -1353       12.783232             1.775708 
   149      -1352       12.785134             1.788492 
   150      -1351       12.787037             1.801278 
   151      -1350       12.788939             1.814066 
   152      -1349       12.790841             1.826856 
   153      -1348       12.792743             1.839648 
   154      -1347       12.794645             1.852441 
   155      -1346       12.796547             1.865237 
   156      -1345       12.798450             1.878034 
   157      -1344       12.800352             1.890834 
   158      -1343       12.802254             1.903635 
   159      -1342       12.804156             1.916438 
   160      -1341       12.806058             1.929243 
   161      -1340       12.807960             1.942050 
   162      -1339       12.809863             1.954859 
   163      -1338       12.811765             1.967670 
   164      -1337       12.813667             1.980483 
   165      -1336       12.815569             1.993297 
   166      -1335       12.817471             2.006114 
   167      -1334       12.819373             2.018932 
   168      -1333       12.821275             2.031753 
   169      -1332       12.823177             2.044575 
   170      -1331       12.825079             2.057399 
   171      -1330       12.826981             2.070225 
   172      -1329       12.828883             2.083053 
   173      -1328       12.830786             2.095883 
